Company,Sector,Year,Revenue (Cr),Net Profit (Cr),EBITDA Margin (%),Debt/Equity,EPS,P/E Ratio,Market Cap (Cr)
Tata Steel,Finance,2023,,134.6,14.3,0.58,9.78,25.72,38765.95
TCS,IT,2015,1568.93,72.08,18.01,0.68,36.0,22.48,34693.39
HDFC,IT,2019,1628.63,195.16,14.79,0.75,23.75,23.59,24441.98
Reliance,Finance,2015,2041.2,107.94,13.29,0.98,18.08,18.85,39364.48
Axis Bank,Automobile,2023,967.93,258.39,27.33,0.75,31.07,24.88,27597.98
SBI,Metals,2011,1723.27,66.85,8.73,0.48,32.87,24.74,7806.19
SBI,IT,2020,1612.96,295.58,21.27,1.3,7.67,25.97,45334.98
TCS,Finance,2019,1388.75,266.93,17.32,0.89,40.51,10.42,50801.76
HDFC,Energy,2019,1597.87,114.7,13.87,1.21,47.21,11.48,13607.48
Mahindra,Energy,2017,1722.25,192.46,19.74,0.47,26.02,20.86,33204.58
Mahindra,Automobile,2015,1674.95,131.65,18.17,0.72,27.39,17.2,47891.6
Axis Bank,IT,2022,2147.55,246.29,24.6,0.86,48.94,28.66,14130.6
Wipro,Metals,2023,1538.24,343.99,12.33,1.0,14.07,13.87,4544.67
Tata Steel,IT,2012,1508.07,294.49,15.42,0.23,19.78,26.25,27161.91
HDFC,Energy,2019,1445.61,144.98,23.06,0.24,30.81,8.32,31068.34
Mahindra,IT,2018,1665.89,209.17,16.98,0.6,36.48,9.37,45450.17
TCS,Energy,2011,1490.38,321.78,20.73,0.96,25.38,19.84,57396.3
Axis Bank,Finance,2016,1503.96,241.94,24.07,0.6,16.86,22.48,38093.49
Infosys,Finance,2012,1505.35,280.81,20.81,0.76,37.88,24.51,9032.57
Axis Bank,Energy,2021,1459.62,252.1,14.94,0.82,24.92,26.83,35432.76
Mahindra,Metals,2015,1317.4,206.1,16.25,0.55,25.01,22.24,28308.44
Infosys,Metals,2014,1625.43,194.44,24.12,1.24,34.3,19.41,41486.08
Reliance,IT,2022,1414.49,103.13,18.78,0.56,40.06,14.43,7314.62
ICICI,Energy,2015,1684.1,138.73,16.98,0.18,27.4,7.61,41114.74
Axis Bank,Automobile,2017,1533.23,127.86,19.92,0.51,29.78,24.8,48992.06
TCS,Metals,2023,1384.03,171.89,11.58,0.55,35.46,13.82,32651.91
TCS,Metals,2012,1969.45,207.96,16.82,0.85,22.74,21.01,44016.33
Tata Steel,Finance,2011,1469.31,191.37,17.61,0.87,19.52,26.07,39412.98
Wipro,Metals,2017,1686.85,217.27,17.53,0.98,21.32,41.09,4069.39
Axis Bank,Metals,2010,1290.01,253.14,16.03,1.36,15.8,19.48,31957.39
Mahindra,Metals,2011,892.34,166.75,16.46,0.81,14.12,12.22,34046.38
ICICI,Energy,2019,1329.9,259.04,17.43,1.05,47.21,21.07,17244.12
HDFC,Energy,2010,858.77,291.05,25.3,0.67,16.05,7.26,33778.0
Mahindra,Finance,2014,1428.94,233.21,6.98,0.89,27.71,18.84,10265.63
TCS,IT,2017,1940.59,156.44,21.49,0.7,24.14,20.15,30278.23
Reliance,Metals,2011,1228.41,275.73,17.57,0.76,35.49,21.08,35347.47
Mahindra,IT,2013,868.19,238.61,17.69,0.85,26.16,28.46,59312.78
SBI,Energy,2013,1950.08,249.51,15.97,1.1,38.87,25.01,19155.32
TCS,Metals,2020,1357.39,322.81,20.51,0.78,23.71,15.16,38877.87
Axis Bank,IT,2020,1495.28,256.76,22.75,0.78,27.45,29.43,15389.79
Reliance,IT,2016,1736.48,325.94,8.52,0.89,32.51,28.94,43783.32
SBI,Automobile,2010,1656.95,188.12,28.47,1.06,26.99,14.08,29382.94
Infosys,Energy,2018,1725.15,165.49,18.72,0.38,30.27,8.49,36870.16
ICICI,Finance,2012,1770.13,291.91,18.55,0.87,27.84,4.55,19135.96
TCS,Finance,2015,976.17,121.14,11.03,0.4,10.86,24.29,36460.29
Axis Bank,Automobile,2019,1075.7,351.07,15.14,1.19,32.66,27.14,22908.11
SBI,IT,2023,1851.35,304.15,24.8,0.9,36.78,17.17,28483.22
SBI,Automobile,2014,1265.48,207.01,18.34,1.17,23.7,19.84,16673.54
Wipro,Automobile,2013,1298.21,296.1,20.08,0.3,22.95,23.85,25743.44
SBI,Energy,2018,1121.15,252.99,15.69,0.75,27.93,22.14,33297.85
ICICI,Metals,2020,1378.52,96.8,27.85,1.06,44.46,22.6,29782.45
Reliance,IT,2021,1395.21,134.7,17.23,1.22,22.15,34.8,44845.18
Reliance,Finance,2023,1218.76,222.86,23.65,0.91,31.22,18.89,23076.73
SBI,Finance,2018,1184.08,212.76,17.24,0.67,23.25,21.3,49163.99
Axis Bank,Automobile,2010,1595.6,304.65,19.74,0.72,30.98,16.03,25906.0
TCS,Automobile,2016,1257.7,224.16,19.76,0.49,12.24,27.68,49580.7
Axis Bank,Automobile,2019,1318.11,98.5,22.62,1.24,42.96,30.69,33985.27
Tata Steel,IT,2018,844.12,156.37,21.69,1.0,28.67,21.66,54777.21
TCS,Automobile,2014,2081.46,259.45,15.63,0.75,22.21,22.72,31905.26
Infosys,Automobile,2010,1782.55,54.19,23.8,0.96,22.48,29.66,11234.16
ICICI,Metals,2017,1351.56,87.09,13.05,0.77,27.78,17.26,27148.88
Axis Bank,IT,2014,1230.28,170.19,12.08,0.71,45.03,22.2,29916.6
Wipro,Energy,2015,1503.27,274.14,16.54,0.57,40.47,8.72,49564.04
Reliance,Energy,2016,1495.04,182.66,19.97,0.58,22.31,20.95,8872.06
SBI,Metals,2019,1117.21,236.87,12.89,0.91,25.94,18.56,19154.13
TCS,Finance,2016,734.84,200.39,17.61,1.11,26.44,28.41,32632.55
SBI,Energy,2022,1342.18,188.73,11.08,0.7,5.48,18.81,33770.88
Infosys,IT,2023,1030.99,147.7,16.65,0.56,22.7,17.8,45006.4
Tata Steel,Finance,2021,1551.41,267.19,22.86,1.09,27.1,31.25,6427.06
SBI,Automobile,2016,1553.42,99.66,13.78,0.82,15.92,18.6,21435.17
Axis Bank,IT,2010,1208.04,181.31,11.89,0.13,42.27,24.49,40119.27
TCS,Finance,2016,1339.62,291.69,19.89,0.59,13.74,29.95,29253.6
Wipro,Energy,2020,2028.91,138.86,14.06,0.94,14.85,15.92,38506.83
Infosys,Automobile,2012,1732.54,75.49,30.11,0.56,31.92,26.05,28432.69
Mahindra,Automobile,2014,1364.32,30.65,18.96,0.82,27.79,14.81,42446.96
ICICI,IT,2019,2187.59,253.3,23.12,0.43,20.48,24.55,22059.1
Tata Steel,Automobile,2014,1140.92,258.69,11.43,0.68,35.07,26.07,26993.72
Axis Bank,Finance,2017,1256.19,172.46,20.29,0.47,27.44,16.15,29348.11
ICICI,Metals,2016,1466.85,98.32,12.97,0.43,43.49,4.12,21301.71
Wipro,Energy,2016,1040.7,188.31,17.1,0.57,7.22,12.6,31389.56
ICICI,IT,2015,2037.09,294.25,14.24,1.06,19.78,21.09,24763.95
Reliance,Metals,2016,1554.95,98.46,23.2,0.93,41.54,12.54,33788.66
TCS,Metals,2023,1263.02,284.65,19.61,1.42,29.8,17.12,33180.89
ICICI,IT,2016,1634.34,64.38,18.59,0.62,23.95,23.58,21074.03
Axis Bank,Finance,2014,1543.82,109.04,24.81,1.11,20.97,18.01,36597.92
Mahindra,Energy,2014,1408.6,208.74,18.08,1.36,28.5,20.57,32921.21
Reliance,IT,2013,1137.45,275.81,23.15,1.14,13.55,15.35,22926.77
Reliance,Metals,2023,1069.14,317.73,27.0,1.14,10.66,33.17,40509.78
ICICI,Metals,2013,2156.04,279.34,18.7,0.84,30.63,14.95,31369.47
Tata Steel,IT,2014,1094.18,324.18,19.3,0.87,33.55,19.66,42878.09
HDFC,Metals,2019,2009.39,214.56,22.77,0.52,34.41,23.78,47026.32
Tata Steel,IT,2018,1246.57,150.27,,-0.0,20.71,12.68,16856.67
SBI,IT,2023,1737.01,294.73,18.64,0.86,20.31,20.1,50231.77
Axis Bank,Energy,2020,1639.63,309.08,14.81,0.51,24.97,18.54,36622.25
HDFC,IT,2021,1699.63,274.47,22.33,0.67,15.07,25.4,33724.36
TCS,Metals,2015,1719.6,249.0,20.86,0.55,31.64,20.27,21767.81
Reliance,Automobile,2017,1016.53,311.36,22.28,0.9,22.04,15.9,34075.44
Axis Bank,Energy,2018,1297.1,227.36,21.49,0.74,24.33,22.08,3352.07
Wipro,Metals,2021,1089.59,198.36,19.03,1.18,23.25,27.87,16766.06
SBI,Metals,2023,1556.79,258.04,,0.58,30.14,17.91,7651.55
Mahindra,Energy,2013,1103.0,238.21,21.51,0.85,27.86,20.43,28332.52
SBI,Energy,2021,905.69,270.82,10.75,0.74,44.06,19.44,46303.69
Axis Bank,Metals,2022,1428.76,189.45,24.65,0.71,21.16,22.78,33123.23
TCS,Automobile,2016,837.28,272.74,20.25,0.78,42.93,14.69,37114.92
Reliance,Finance,2014,1577.62,268.61,13.77,1.26,6.88,33.05,27215.25
Infosys,Metals,2013,1122.71,217.07,18.93,1.05,29.9,29.56,30136.94
Infosys,Energy,2021,1247.83,139.98,24.59,0.66,9.14,17.62,8484.58
Axis Bank,IT,2016,815.88,299.25,19.45,0.62,14.76,34.81,42639.17
ICICI,IT,2012,,103.23,14.34,0.57,15.25,2.98,36123.75
Tata Steel,Energy,2010,1061.13,123.38,11.63,0.83,14.48,26.08,39394.22
SBI,Energy,2016,1390.8,213.44,30.32,0.35,18.92,45.86,34131.97
TCS,Finance,2018,962.48,-0.63,9.31,0.74,47.01,18.28,24497.54
SBI,Energy,2011,1249.3,323.44,19.68,0.91,16.22,26.22,36154.43
Wipro,IT,2016,2025.55,201.18,15.07,0.58,8.86,26.23,26431.83
Infosys,Automobile,2019,1589.24,323.16,23.21,0.81,29.94,18.47,29020.56
Reliance,Energy,2011,1282.91,344.32,11.92,0.88,27.42,23.96,43609.48
Wipro,Finance,2022,1489.75,187.61,26.04,0.27,47.16,31.94,42104.42
Reliance,Automobile,2022,1331.83,307.9,17.37,0.86,24.59,14.01,24268.95
SBI,Finance,2012,1472.27,115.19,16.9,0.66,2.13,23.64,34523.55
TCS,Automobile,2022,1723.16,234.66,16.43,1.35,20.73,26.79,42925.98
Infosys,Energy,2019,1400.67,162.13,15.04,0.86,20.53,15.31,12324.87
SBI,IT,2023,1566.0,255.72,16.16,0.52,12.67,20.9,31377.16
Infosys,Automobile,2021,1570.95,270.61,21.59,0.25,19.37,23.68,31393.4
Axis Bank,Metals,2019,1402.16,187.21,9.39,0.79,23.5,15.26,9765.49
Mahindra,Finance,2012,1279.22,243.59,14.26,1.19,24.39,30.51,18473.18
Mahindra,Automobile,2021,1342.44,275.58,25.48,0.62,11.2,22.15,15303.72
Reliance,Finance,2022,1709.76,215.03,17.55,0.89,31.09,15.31,28453.62
SBI,IT,2013,1734.73,403.12,15.14,1.02,41.36,12.29,32565.21
HDFC,Finance,2015,1158.66,189.03,11.63,1.01,27.81,18.36,12986.71
Infosys,Finance,2012,1421.7,332.47,12.15,0.8,36.06,18.09,21406.64
Infosys,Metals,2022,1274.12,291.63,22.91,0.6,26.81,23.06,27702.61
HDFC,Finance,2018,1739.99,51.21,13.89,0.72,14.54,11.94,52060.61
ICICI,Automobile,2011,1358.64,319.44,22.02,0.48,27.71,15.8,23227.7
SBI,Finance,2016,2160.28,285.92,13.1,0.52,19.97,30.87,29313.89
HDFC,Energy,2015,1565.37,209.13,17.37,1.1,13.91,9.45,33802.1
Mahindra,Finance,2023,1854.6,229.51,17.65,0.9,24.22,16.02,50845.51
Infosys,Energy,2011,1195.62,239.42,14.23,0.89,33.2,11.72,31847.75
Mahindra,Finance,2020,1503.52,310.02,18.38,0.58,21.59,21.73,51374.28
SBI,Finance,2012,1684.85,166.95,7.42,1.16,44.4,25.21,11861.48
TCS,Automobile,2015,1190.01,326.88,17.56,0.73,34.51,45.16,38676.68
TCS,Energy,2019,1506.1,113.28,20.23,0.84,19.52,27.02,20316.9
Reliance,Energy,2013,1815.56,59.19,13.83,1.15,19.22,11.68,27015.64
Mahindra,Metals,2010,1401.76,247.48,19.07,0.58,46.45,24.09,24664.88
Mahindra,Finance,2010,1244.47,300.72,18.77,0.61,21.64,19.39,17145.88
Mahindra,Finance,2012,2040.89,185.63,18.97,1.11,28.64,16.86,43204.5
ICICI,Automobile,2017,1148.48,18.86,11.28,1.04,29.22,20.16,18083.53
Mahindra,Metals,2020,1546.77,80.72,18.48,0.9,7.76,26.26,22169.69
TCS,Metals,2013,1287.52,234.9,9.39,0.15,7.89,25.85,27173.06
ICICI,Automobile,2020,1218.95,199.2,14.85,1.18,33.56,10.56,21903.02
Reliance,Energy,2010,1722.5,302.74,17.98,0.62,14.53,20.31,33497.68
Axis Bank,IT,2017,1438.34,205.83,19.04,0.63,25.12,13.03,7324.52
Wipro,Automobile,2019,1621.77,140.75,11.95,0.74,9.9,21.14,19138.94
Reliance,Energy,2015,823.46,224.73,16.58,0.44,21.72,16.92,20876.1
Tata Steel,Metals,2010,1650.94,281.25,21.97,1.17,27.14,25.74,19599.17
ICICI,Automobile,2021,1283.82,308.1,13.1,0.85,4.4,18.08,46494.9
TCS,IT,2019,936.34,191.12,7.23,1.01,25.54,15.1,24757.2
TCS,Finance,2019,2065.42,205.39,20.65,0.57,26.09,20.42,24143.0
SBI,Automobile,2015,1680.3,262.34,13.29,1.1,20.31,19.86,32113.05
Infosys,IT,2010,1568.18,140.11,14.8,1.23,14.0,18.89,42215.4
Mahindra,IT,2019,1874.83,258.94,18.65,0.42,21.23,16.88,22221.27
TCS,Automobile,2019,1574.27,181.44,18.39,0.46,21.25,2.77,33033.33
Mahindra,Energy,2012,1260.42,193.95,23.11,0.56,44.25,33.61,14632.59
HDFC,Automobile,2011,1447.51,200.21,16.79,1.08,23.79,10.6,33839.73
Infosys,Metals,2013,1296.49,210.37,18.34,0.85,20.36,21.69,29508.45
HDFC,IT,2011,1349.89,353.1,9.54,0.78,23.77,22.64,17361.48
Mahindra,IT,2020,1122.69,162.48,21.14,0.91,29.24,35.25,9337.19
ICICI,Finance,2022,1208.99,166.6,14.54,1.38,28.87,36.19,44318.41
Tata Steel,IT,2014,1768.38,315.74,34.16,0.28,29.5,22.85,40960.96
Infosys,Finance,2013,1599.62,235.58,16.93,0.71,31.03,12.83,36336.89
ICICI,IT,2015,1349.1,261.4,20.12,-0.12,10.4,13.04,45520.33
TCS,IT,2023,1191.59,117.58,21.19,0.95,30.16,15.65,36442.88
Tata Steel,Automobile,2016,1378.38,219.71,17.56,1.13,26.84,19.8,18743.3
Axis Bank,Automobile,2021,994.85,264.83,20.18,0.71,18.77,16.75,32386.42
TCS,Metals,2011,1537.99,146.05,29.28,1.0,26.06,13.21,48288.96
Wipro,Energy,2011,1783.64,250.28,14.23,0.34,23.9,20.62,23523.08
Reliance,Metals,2017,2210.09,183.65,6.78,0.94,24.79,14.1,26402.31
Infosys,IT,2022,1169.02,,11.49,1.54,26.74,29.68,34600.74
Wipro,Metals,2022,1771.14,281.06,22.99,0.69,8.22,14.16,48160.26
Mahindra,Automobile,2018,1287.84,291.03,15.6,0.93,27.63,15.21,38077.34
Infosys,IT,2014,1161.46,210.3,29.66,0.62,31.5,20.79,19746.55
Reliance,IT,2016,1161.33,236.06,21.64,0.85,27.44,10.86,31284.42
Infosys,Metals,2022,1542.22,305.97,14.73,1.13,17.75,17.4,31233.69
ICICI,Finance,2021,1220.76,168.36,14.11,0.98,16.37,9.48,37813.92
HDFC,Energy,2018,1317.95,227.89,15.77,0.77,26.82,19.58,13478.55
SBI,Metals,2023,1367.88,169.09,7.68,0.76,33.03,14.2,13837.32
ICICI,Metals,2010,1278.01,118.52,19.39,0.44,38.09,16.54,28707.66
Reliance,Energy,2017,1256.22,168.43,21.47,1.11,32.65,20.97,29759.43
Infosys,IT,2019,771.25,110.0,13.16,1.02,30.12,17.19,19815.21
ICICI,IT,2019,1526.09,234.04,10.24,0.42,-0.43,25.14,30875.5
HDFC,Finance,2018,1520.3,138.23,13.45,0.85,18.86,13.08,30284.66
Wipro,Metals,2018,1260.8,88.24,22.99,0.52,28.13,16.69,52012.68
ICICI,Energy,2019,1608.12,259.42,22.02,0.66,18.2,17.73,25243.9
Mahindra,Metals,2016,1919.07,254.21,19.08,1.04,15.7,25.65,16019.8
Wipro,Automobile,2021,1507.07,173.58,,1.1,14.38,27.39,47479.79
Reliance,Metals,2021,1899.08,256.26,9.55,1.01,42.65,13.19,23387.33
Wipro,Metals,2021,2171.44,135.51,16.96,0.72,12.0,17.18,35021.08
Infosys,Automobile,2021,2259.16,170.21,20.8,0.94,22.88,6.46,43552.42
Tata Steel,Automobile,2019,1143.53,232.59,21.95,0.57,17.72,19.99,50278.29
Tata Steel,Energy,2012,1145.08,282.7,22.02,1.03,16.36,20.32,31835.81
Axis Bank,IT,2022,1366.67,169.4,21.62,0.79,29.11,29.92,16006.33
Mahindra,Finance,2022,1538.61,152.33,24.6,0.66,33.23,18.78,34924.71
Infosys,Automobile,2014,1976.0,278.6,21.81,0.58,13.23,19.15,28574.91
Reliance,IT,2022,1688.17,249.01,12.23,1.0,25.53,16.88,17284.16
TCS,Energy,2011,1139.01,211.9,15.73,0.76,23.86,23.7,41460.19
Tata Steel,Metals,2020,1316.5,294.49,9.52,0.65,20.48,21.8,40301.44
Reliance,Energy,2019,1487.4,355.76,22.98,0.65,15.66,23.01,46414.04
Wipro,Energy,2012,1053.25,229.27,23.97,0.43,36.09,34.99,32594.84
ICICI,Automobile,2019,1504.1,152.81,11.9,0.85,14.66,9.58,10131.51
Tata Steel,Finance,2016,1143.47,239.78,16.1,0.89,11.97,0.84,52487.31
Infosys,Automobile,2010,1004.78,134.41,9.22,0.36,35.99,24.99,13124.09
Tata Steel,Metals,2012,1215.9,299.37,17.39,0.48,27.0,19.67,19302.41
HDFC,Automobile,2014,1623.31,143.87,13.87,0.31,13.19,15.99,23710.67
HDFC,Metals,2020,1621.23,184.55,12.16,1.16,24.23,27.09,37186.7
HDFC,Automobile,2023,1529.0,132.99,17.88,0.99,18.76,21.19,26392.31
Mahindra,Finance,2013,1797.48,214.57,27.41,1.13,39.89,17.15,37518.17
Tata Steel,IT,2012,1765.67,217.4,21.98,1.29,22.58,26.25,16472.91
Axis Bank,Finance,2015,1561.31,259.41,16.74,0.93,30.32,25.26,27167.84
Reliance,Automobile,2021,1519.91,209.57,17.76,0.78,24.77,24.56,40857.4
HDFC,Energy,2015,1538.86,203.7,27.39,0.86,39.37,11.09,43432.23
Wipro,IT,2013,1455.71,154.09,24.29,0.61,27.03,14.24,39590.41
Infosys,Energy,2018,847.7,177.09,16.45,0.56,36.58,22.06,35541.36
Mahindra,Finance,2020,1840.65,88.57,20.51,0.67,30.41,23.31,22121.11
SBI,IT,2015,1619.26,311.5,13.01,0.73,19.47,29.83,20345.45
HDFC,Automobile,2018,1135.1,192.46,18.12,0.3,25.02,15.97,39228.99
Reliance,Energy,2022,1928.34,331.26,21.82,0.43,22.87,19.98,31023.11
Wipro,Automobile,2020,1323.01,190.32,23.1,0.42,19.27,28.2,19363.39
Infosys,Metals,2019,1467.67,47.83,14.8,0.41,14.23,19.03,40658.87
ICICI,IT,2019,1807.07,163.97,23.01,0.99,38.6,21.16,22986.38
TCS,Energy,2011,1566.04,199.79,18.74,0.7,4.39,19.69,46809.99
Wipro,Finance,2015,1900.61,205.23,16.56,0.74,38.32,23.99,24168.58
Axis Bank,Finance,2023,1394.37,254.15,27.55,0.91,11.62,23.54,22146.77
Wipro,Finance,2013,2007.35,213.91,16.2,1.05,30.43,8.75,22932.53
Wipro,Finance,2011,1266.66,173.04,12.46,0.94,19.14,24.52,26315.76
Axis Bank,Energy,2014,1895.29,126.8,14.64,1.29,8.33,31.74,37361.33
ICICI,Metals,2023,820.47,167.49,21.63,0.81,36.45,10.29,28374.6
Mahindra,Finance,2012,1169.94,248.36,13.07,0.86,1.01,22.38,49450.16
Tata Steel,Finance,2015,,268.67,22.15,0.62,32.96,24.04,28977.97
Infosys,Finance,2020,1379.87,146.09,13.73,0.23,26.3,10.76,17601.3
Wipro,Metals,2023,1477.58,280.56,17.62,0.82,35.51,14.66,32613.94
Wipro,IT,2017,1512.5,245.53,29.05,1.06,31.26,15.23,54325.08
Axis Bank,Finance,2013,1142.73,129.03,13.59,0.58,31.13,21.52,29835.01
Reliance,Finance,2021,1165.22,219.74,7.9,0.65,33.98,10.45,9207.16
Wipro,Finance,2013,1569.64,229.58,24.84,1.09,33.38,15.2,19646.82
Wipro,IT,2014,1300.1,114.84,11.0,0.79,29.51,22.55,33943.36
Axis Bank,Finance,2015,1902.31,91.31,13.94,0.52,21.65,26.03,7340.57
Reliance,IT,2020,1442.42,237.91,21.64,0.51,22.71,20.22,49435.18
Axis Bank,IT,2016,1715.63,163.66,21.44,1.0,26.07,12.64,25103.13
Mahindra,Automobile,2015,1632.86,320.97,6.13,0.76,22.34,18.09,-4804.01
Wipro,Automobile,2016,1319.65,337.69,16.28,0.76,46.86,21.42,59518.89
HDFC,Finance,2018,905.9,237.76,22.26,0.39,24.13,30.66,47660.01
Infosys,Energy,2013,1855.48,276.14,28.14,0.94,13.5,22.97,22908.72
Reliance,Automobile,2019,1206.33,118.09,11.81,1.11,23.79,34.6,19254.03
HDFC,Automobile,2010,1378.87,93.45,23.34,0.69,16.62,25.79,28867.77
Axis Bank,Energy,2018,1454.75,188.69,14.69,0.92,44.58,28.5,49728.59
Wipro,Metals,2016,1484.7,97.08,23.21,0.68,25.98,15.44,30164.35
Axis Bank,Finance,2013,1788.59,224.61,12.8,0.98,31.35,25.33,12973.27
Tata Steel,Metals,2019,1501.75,137.31,16.85,0.95,30.15,21.26,45540.89
Tata Steel,Metals,2017,1461.79,215.24,19.94,0.68,34.46,37.14,36004.08
Mahindra,IT,2021,1805.54,186.15,,0.16,27.38,17.57,13309.38
Wipro,IT,2016,1680.2,250.99,20.85,0.56,21.01,32.46,21685.26
Wipro,Finance,2021,1279.33,226.11,15.85,0.9,25.47,32.02,27946.93
HDFC,Energy,2011,1155.85,167.69,15.49,1.07,12.73,15.98,28122.03
SBI,IT,2010,1252.89,90.53,26.89,0.62,23.5,22.18,41093.94
Wipro,Automobile,2018,1485.23,213.0,19.39,1.2,42.94,9.97,43200.74
Mahindra,Finance,2016,1126.18,60.6,15.62,1.25,32.35,32.69,34520.05
Reliance,Metals,2023,1527.23,299.69,20.69,1.01,23.94,4.97,43024.26
Reliance,Finance,2019,1461.24,242.31,21.11,0.46,45.12,8.72,35620.26
Axis Bank,IT,2010,737.24,267.42,11.23,1.01,18.91,18.92,17862.88
HDFC,Energy,2022,1078.15,122.44,20.43,0.64,28.43,13.41,30555.13
ICICI,Metals,2013,634.27,228.49,10.47,0.62,21.97,13.02,23783.96
TCS,Energy,2014,1396.83,146.67,14.78,0.94,22.95,17.61,43869.73
Axis Bank,Finance,2014,1822.2,211.93,13.07,0.93,28.94,26.7,21745.93
Wipro,Energy,2023,932.8,120.13,17.35,0.94,30.76,26.98,34123.4
Axis Bank,Energy,2023,1103.31,193.32,15.81,1.0,22.97,23.21,22379.33
ICICI,Finance,2023,1450.88,89.72,17.0,0.78,16.64,23.49,10547.7
TCS,Metals,2014,1180.87,187.2,8.53,0.37,43.32,20.27,31050.96
ICICI,Energy,2020,1179.4,68.45,17.62,1.42,26.01,27.26,33576.83
ICICI,Energy,2012,1662.48,339.77,12.49,0.68,14.63,20.87,42314.98
Tata Steel,Finance,2014,1351.53,212.83,29.42,0.59,14.78,14.51,38569.16
Reliance,Automobile,2013,1053.98,200.45,16.0,0.44,44.91,18.09,15364.05
SBI,Energy,2014,873.69,254.08,16.71,0.85,49.64,21.69,29694.75
Wipro,IT,2016,2162.52,96.06,21.48,0.81,28.37,26.0,17187.32
Mahindra,Metals,2014,1838.49,137.54,24.61,0.76,18.86,22.3,20222.48
HDFC,Energy,2023,1364.51,242.48,12.11,1.25,28.33,11.41,33554.23
Axis Bank,Finance,2023,1526.36,212.92,20.87,1.0,21.94,25.91,36175.55
Wipro,IT,2023,1353.44,142.43,22.83,0.49,30.74,17.43,11085.63
Tata Steel,Finance,2017,1653.14,251.84,18.92,1.42,28.5,23.67,33880.02
Reliance,Energy,2017,1243.74,224.22,18.82,0.35,24.68,8.98,33587.25
Axis Bank,IT,2012,1337.05,240.44,15.44,0.77,24.16,24.05,16479.35
HDFC,Metals,2014,1636.62,231.18,16.39,0.58,22.8,26.79,28368.39
SBI,Metals,2021,1936.16,145.49,17.46,0.91,34.49,16.42,17183.68
Wipro,Metals,2013,1722.42,,15.87,0.99,23.07,22.82,8020.39
Mahindra,Automobile,2023,1870.17,51.44,22.44,0.68,45.56,21.39,42409.33
Reliance,Finance,2023,1406.27,159.13,13.64,1.12,46.49,15.05,40851.53
Infosys,Energy,2014,1313.1,180.37,22.28,0.86,21.22,26.67,27875.31
Wipro,IT,2017,918.49,250.14,24.64,1.24,21.39,18.52,35328.4
ICICI,Finance,2013,1521.66,240.97,19.85,1.08,24.51,17.27,16552.26
ICICI,Energy,2014,1613.71,139.83,9.05,0.66,18.58,24.2,40318.23
Mahindra,Automobile,2016,1410.0,138.06,21.06,1.12,33.51,21.43,32071.41
TCS,Energy,2012,1266.99,304.56,14.78,0.61,36.84,24.71,15063.25
Mahindra,Finance,2022,1873.02,176.49,15.36,0.99,37.84,21.09,33757.6
Reliance,Energy,2015,1689.54,209.14,19.81,0.96,22.92,22.92,34511.66
ICICI,IT,2018,1893.85,262.82,23.53,0.64,22.8,19.53,23940.25
SBI,Automobile,2020,1213.93,193.64,9.69,0.2,5.09,15.37,11771.72
SBI,IT,2013,1287.53,187.87,18.29,1.24,18.43,15.0,24163.25
ICICI,Automobile,2013,1860.95,174.77,27.96,0.93,15.68,15.33,43577.97
Reliance,Automobile,2015,1485.8,159.27,12.51,0.81,13.93,16.41,38295.45
Tata Steel,Energy,2015,1329.27,211.43,17.0,0.81,20.13,41.53,33793.39
HDFC,IT,2012,1350.15,54.2,14.92,1.09,21.93,23.84,21692.46
HDFC,Automobile,2023,1496.68,171.11,21.52,1.46,24.75,15.02,23061.01
Reliance,Automobile,2010,1800.89,243.22,11.75,1.07,38.6,27.12,19099.46
Infosys,Energy,2012,1451.85,233.89,10.15,0.91,36.66,33.16,32048.41
HDFC,Finance,2017,1737.16,312.89,22.16,0.89,13.75,16.38,32610.85
Axis Bank,Finance,2017,1640.21,266.99,19.19,0.91,29.28,16.8,43625.2
HDFC,Metals,2015,1236.5,232.66,12.07,0.5,17.0,7.42,12091.72
Axis Bank,Metals,2016,1236.26,202.29,17.66,0.98,26.48,18.04,27316.37
ICICI,Automobile,2011,1364.92,163.48,11.59,0.41,38.11,25.61,22000.95
Tata Steel,Finance,2018,1098.95,240.26,22.61,0.93,20.14,17.65,30576.44
Mahindra,Automobile,2012,1345.76,225.88,19.39,0.66,15.13,12.75,37998.79
Tata Steel,IT,2011,1954.03,170.06,14.43,1.06,25.51,9.58,21805.42
HDFC,Finance,2014,1490.58,130.63,15.1,0.91,38.2,22.18,38607.04
HDFC,Finance,2010,1270.06,195.75,15.7,0.69,45.05,15.64,36902.4
Reliance,Finance,2014,2074.72,292.48,12.62,0.5,18.84,34.19,26241.55
Mahindra,Metals,2019,1220.81,208.82,24.7,1.24,26.32,20.37,41326.18
HDFC,Energy,2013,1211.44,202.27,23.82,0.77,27.75,14.55,35844.8
TCS,Energy,2021,1868.85,233.85,15.99,1.32,10.79,26.17,21792.21
TCS,Metals,2015,1698.4,238.51,16.43,0.43,10.24,34.28,20931.0
Infosys,Metals,2021,1460.98,219.91,12.39,0.72,28.24,32.65,40312.91
ICICI,Metals,2014,1749.57,196.63,17.2,0.12,21.24,13.56,23429.36
Axis Bank,Energy,2018,1590.18,159.35,20.45,1.03,10.99,11.15,37980.42
